gender,job_title,job_industry_category,wealth_segment,tenure,postcode,state,property_valuation,Age_category,past_3_years_bike_related_purchases_categories,cluster,customer_id
Male,Librarian,Entertainment,Mass Customer,10,4701,QLD,7,45-54,71-80,Cat_2,849
Male,Pharmacist,Health,Mass Customer,5,2099,NSW,10,55-64,81-90,Cat_3,1585
Female,VP Marketing,Telecommunications,Mass Customer,18,3043,VIC,8,45-54,Below 10,Cat_2,1195
Male,Sales Representative,Retail,Affluent Customer,17,2760,NSW,8,45-54,Above 90,Cat_1,3088
Female,Software Test Engineer III,Health,High Net Worth,11,4220,QLD,9,Above 64,Nov-20,Cat_1,1012
Male,Junior Executive,Retail,Mass Customer,18,4104,QLD,7,45-54,61-70,Cat_2,2062
Female,Internal Auditor,Property,High Net Worth,11,4055,QLD,8,55-64,51-60,Cat_3,3221
Male,Chemical Engineer,Manufacturing,Mass Customer,7,3021,VIC,7,25-34,Above 90,Cat_2,3391
Female,Compensation Analyst,Financial Services,Mass Customer,8,2153,NSW,10,Above 64,21-30,Cat_1,1546
Female,Budget/Accounting Analyst I,Financial Services,Mass Customer,7,2173,NSW,9,Above 64,71-80,Cat_2,299
Male,Desktop Support Technician,Manufacturing,Mass Customer,17,3015,VIC,10,55-64,Nov-20,Cat_2,2179
Female,Environmental Specialist,Manufacturing,Affluent Customer,9,3023,VIC,7,35-44,Above 90,Cat_1,1606
Female,Assistant Media Planner,Entertainment,Mass Customer,7,3183,VIC,6,45-54,71-80,Cat_2,1615
Female,Payment Adjustment Coordinator,Manufacturing,Mass Customer,7,2566,NSW,8,45-54,Nov-20,Cat_1,2131
Female,Help Desk Technician,Manufacturing,Affluent Customer,15,2166,NSW,6,Above 64,21-30,Cat_3,1905
Male,Safety Technician I,Manufacturing,Affluent Customer,16,2650,NSW,7,35-44,71-80,Cat_1,21
Male,Programmer III,Retail,Mass Customer,14,2750,NSW,8,35-44,51-60,Cat_1,238
Female,Recruiter,Argiculture,Mass Customer,13,2251,NSW,6,45-54,21-30,Cat_3,1581
Female,Chemical Engineer,Manufacturing,Mass Customer,21,4165,QLD,5,45-54,61-70,Cat_3,2455
Male,Data Coordiator,Retail,High Net Worth,9,3444,VIC,7,45-54,21-30,Cat_2,395
Male,Account Executive,Health,Mass Customer,18,3844,VIC,1,35-44,71-80,Cat_2,115
Male,Executive Secretary,Property,High Net Worth,7,2147,NSW,9,45-54,71-80,Cat_1,1136
Female,Help Desk Technician,Argiculture,Mass Customer,1,2213,NSW,10,18-24,Above 90,Cat_1,447
Male,Office Assistant I,Manufacturing,Mass Customer,8,4825,QLD,3,25-34,Below 10,Cat_3,986
Female,Marketing Manager,Retail,High Net Worth,6,2870,NSW,5,25-34,Below 10,Cat_2,1410
Female,Desktop Support Technician,Financial Services,Mass Customer,10,3129,VIC,8,55-64,31-40,Cat_1,1764
Female,Web Designer III,Argiculture,Affluent Customer,14,4120,QLD,8,45-54,Nov-20,Cat_2,180
Male,Analog Circuit Design manager,Manufacturing,Affluent Customer,18,4118,QLD,7,45-54,31-40,Cat_1,1308
Male,Computer Systems Analyst III,Manufacturing,Affluent Customer,17,3198,VIC,8,35-44,41-50,Cat_2,1372
Male,Database Administrator I,IT,High Net Worth,4,3340,VIC,5,35-44,Below 10,Cat_2,308
Male,Developer II,Financial Services,Affluent Customer,21,4123,QLD,6,35-44,61-70,Cat_2,509
Male,Research Nurse,Health,High Net Worth,9,3150,VIC,11,45-54,71-80,Cat_2,424
Female,Biostatistician II,Entertainment,Mass Customer,11,4037,QLD,8,Above 64,Below 10,Cat_2,2226
Male,Software Test Engineer III,IT,Affluent Customer,9,2759,NSW,9,25-34,21-30,Cat_1,1125
Male,Automation Specialist I,Manufacturing,Affluent Customer,18,2221,NSW,11,35-44,71-80,Cat_3,1933
Male,Staff Scientist,Argiculture,High Net Worth,20,2151,NSW,10,45-54,21-30,Cat_2,1840
Female,Geologist IV,Entertainment,Mass Customer,7,4212,QLD,7,35-44,81-90,Cat_1,1723
Male,Assistant Media Planner,Entertainment,Mass Customer,1,2570,NSW,9,18-24,41-50,Cat_1,951
Male,Design Engineer,Health,High Net Worth,19,4221,QLD,8,55-64,61-70,Cat_3,725
Female,Actuary,Financial Services,Mass Customer,13,2153,NSW,10,55-64,31-40,Cat_3,1169
Female,Teacher,Manufacturing,Mass Customer,18,4702,QLD,3,45-54,31-40,Cat_1,502
Female,VP Marketing,Financial Services,Mass Customer,9,4205,QLD,4,55-64,21-30,Cat_3,2523
Female,Senior Quality Engineer,Property,Affluent Customer,11,2444,NSW,7,55-64,Nov-20,Cat_1,2725
Female,Junior Executive,Health,Mass Customer,8,3196,VIC,6,35-44,Below 10,Cat_1,192
Male,Human Resources Assistant IV,Manufacturing,High Net Worth,10,2519,NSW,9,45-54,Nov-20,Cat_1,3148
Male,Food Chemist,Health,Affluent Customer,16,2072,NSW,10,25-34,Below 10,Cat_3,1690
Female,Software Engineer III,Financial Services,Affluent Customer,13,2315,NSW,7,45-54,41-50,Cat_3,2601
Female,Programmer Analyst III,Manufacturing,Affluent Customer,18,3192,VIC,8,45-54,71-80,Cat_1,2681
Female,Associate Professor,Financial Services,Affluent Customer,1,3500,VIC,1,18-24,Below 10,Cat_1,245
Female,VP Accounting,Financial Services,Mass Customer,3,2160,NSW,10,25-34,Above 90,Cat_1,3413
Male,Budget/Accounting Analyst IV,Manufacturing,High Net Worth,19,3192,VIC,10,55-64,41-50,Cat_2,118
Female,Librarian,Entertainment,High Net Worth,5,4055,QLD,3,45-54,Below 10,Cat_2,356
Female,Social Worker,Health,High Net Worth,18,2147,NSW,9,55-64,71-80,Cat_1,2617
Male,Environmental Specialist,Entertainment,Mass Customer,10,4214,QLD,7,35-44,21-30,Cat_1,697
Male,Executive Secretary,Retail,Mass Customer,7,3011,VIC,9,45-54,Above 90,Cat_2,707
Female,Nurse Practicioner,Manufacturing,Mass Customer,14,2121,NSW,11,55-64,31-40,Cat_3,2886
Female,Geological Engineer,Manufacturing,High Net Worth,9,3216,VIC,3,Above 64,Nov-20,Cat_1,2228
Male,Accounting Assistant IV,Manufacturing,Affluent Customer,4,4350,QLD,4,35-44,61-70,Cat_2,775
Male,Internal Auditor,Retail,Affluent Customer,15,3195,VIC,10,35-44,81-90,Cat_2,1660
Male,Quality Control Specialist,Financial Services,Mass Customer,12,4817,QLD,2,35-44,81-90,Cat_1,122
Male,Cost Accountant,Financial Services,Mass Customer,14,4110,QLD,5,55-64,41-50,Cat_3,903
Female,Tax Accountant,Manufacturing,Mass Customer,14,2761,NSW,8,35-44,Nov-20,Cat_1,221
Female,Safety Technician II,Property,High Net Worth,13,2220,NSW,11,45-54,51-60,Cat_1,188
Female,Marketing Assistant,Retail,Mass Customer,17,4680,QLD,3,45-54,81-90,Cat_1,562
Female,Biostatistician IV,Argiculture,Mass Customer,15,3082,VIC,8,45-54,31-40,Cat_2,417
Female,Engineer IV,Health,Mass Customer,1,2321,NSW,4,25-34,21-30,Cat_1,1207
Male,Marketing Assistant,Manufacturing,High Net Worth,15,4350,QLD,7,45-54,71-80,Cat_1,1280
Male,Quality Engineer,Financial Services,Mass Customer,9,3139,VIC,7,25-34,61-70,Cat_2,856
Female,Research Assistant I,Manufacturing,Mass Customer,5,4805,QLD,2,25-34,81-90,Cat_1,1253
Female,Geological Engineer,Manufacturing,High Net Worth,6,2570,NSW,10,25-34,81-90,Cat_1,660
Female,Project Manager,Health,Mass Customer,6,2101,NSW,9,55-64,Below 10,Cat_1,1095
Female,Health Coach IV,Health,Affluent Customer,11,2763,NSW,9,35-44,71-80,Cat_3,2914
Female,VP Quality Control,Retail,Mass Customer,5,3337,VIC,3,Above 64,51-60,Cat_2,1092
Male,Help Desk Technician,Manufacturing,Mass Customer,11,2154,NSW,10,45-54,31-40,Cat_3,2425
Male,Analyst Programmer,Property,Mass Customer,22,4152,QLD,4,35-44,51-60,Cat_2,1313
Female,Business Systems Development Analyst,IT,Affluent Customer,13,2830,NSW,3,35-44,71-80,Cat_2,2190
Female,Account Coordinator,Property,Mass Customer,12,2768,NSW,10,25-34,81-90,Cat_3,1547
Male,VP Product Management,Telecommunications,High Net Worth,20,2820,NSW,1,35-44,Below 10,Cat_1,1863
Female,Account Coordinator,Property,High Net Worth,5,2768,NSW,10,25-34,Below 10,Cat_1,3313
Female,Web Developer I,Retail,Mass Customer,4,2166,NSW,8,55-64,71-80,Cat_3,3003
Male,Teacher,IT,Mass Customer,18,2620,NSW,5,45-54,41-50,Cat_1,3114
Male,Teacher,Health,Mass Customer,12,4017,QLD,7,55-64,81-90,Cat_2,3105
Female,Administrative Assistant II,Financial Services,Mass Customer,14,4226,QLD,9,25-34,81-90,Cat_3,2816
Male,Professor,Telecommunications,Affluent Customer,10,2766,NSW,8,55-64,Nov-20,Cat_1,926
Male,Help Desk Technician,Financial Services,Mass Customer,15,2036,NSW,6,Above 64,41-50,Cat_3,610
Female,Nuclear Power Engineer,Manufacturing,High Net Worth,4,2880,NSW,1,25-34,Nov-20,Cat_1,2899
Male,Physical Therapy Assistant,Financial Services,Affluent Customer,16,3756,VIC,4,45-54,51-60,Cat_3,3176
Female,Registered Nurse,Health,Mass Customer,4,2576,NSW,10,35-44,Below 10,Cat_2,528
Male,Accountant IV,Manufacturing,Affluent Customer,16,2323,NSW,4,35-44,41-50,Cat_3,925
Female,Tax Accountant,Telecommunications,Mass Customer,13,2210,NSW,10,45-54,81-90,Cat_3,2654
Female,GIS Technical Architect,Property,Affluent Customer,22,2100,NSW,11,45-54,Below 10,Cat_1,3404
Female,Speech Pathologist,Manufacturing,Mass Customer,15,2326,NSW,3,45-54,31-40,Cat_3,634
Female,Senior Financial Analyst,Financial Services,Affluent Customer,14,2333,NSW,3,45-54,Above 90,Cat_3,1481
Male,VP Accounting,Financial Services,Mass Customer,8,3429,VIC,6,Above 64,51-60,Cat_3,728
Female,VP Marketing,Financial Services,High Net Worth,12,2770,NSW,7,45-54,51-60,Cat_1,2661
Male,Engineer IV,Manufacturing,Mass Customer,3,2300,NSW,6,25-34,71-80,Cat_1,3364
Female,Programmer Analyst III,Manufacturing,Mass Customer,8,3016,VIC,7,45-54,Above 90,Cat_2,558
Female,Business Systems Development Analyst,Manufacturing,Affluent Customer,10,2745,NSW,9,45-54,51-60,Cat_3,3165
Male,Quality Control Specialist,Telecommunications,Affluent Customer,19,3046,VIC,8,45-54,Nov-20,Cat_2,1006
Male,Nuclear Power Engineer,Manufacturing,Mass Customer,16,2148,NSW,7,45-54,51-60,Cat_1,639
Female,Food Chemist,Health,Mass Customer,6,2199,NSW,9,55-64,41-50,Cat_3,723
Male,Associate Professor,IT,Affluent Customer,4,4152,QLD,4,18-24,81-90,Cat_2,1736
Female,Budget/Accounting Analyst IV,Entertainment,Mass Customer,7,2795,NSW,5,35-44,Nov-20,Cat_1,915
Male,Computer Systems Analyst II,Retail,Mass Customer,18,4503,QLD,5,55-64,61-70,Cat_2,51
Female,Sales Representative,Retail,Mass Customer,18,2093,NSW,9,35-44,71-80,Cat_3,3258
Male,Chemical Engineer,Manufacturing,Affluent Customer,18,4118,QLD,6,45-54,21-30,Cat_1,2917
Female,Marketing Assistant,Manufacturing,Affluent Customer,2,2573,NSW,6,18-24,41-50,Cat_1,2392
Female,Electrical Engineer,Manufacturing,High Net Worth,1,3810,VIC,6,18-24,41-50,Cat_2,1798
Female,Programmer Analyst II,IT,Mass Customer,12,2153,NSW,10,35-44,Below 10,Cat_1,1550
Female,Marketing Manager,Manufacturing,Mass Customer,15,4226,QLD,6,35-44,71-80,Cat_3,117
Male,Staff Scientist,Manufacturing,Mass Customer,20,4300,QLD,4,Above 64,61-70,Cat_2,113
Male,VP Marketing,Manufacturing,Mass Customer,15,2035,NSW,11,45-54,31-40,Cat_3,304
Female,Human Resources Manager,Financial Services,High Net Worth,22,2145,NSW,9,35-44,Nov-20,Cat_3,2132
Male,Social Worker,Health,Mass Customer,15,3023,VIC,7,35-44,Nov-20,Cat_3,1091
Female,Staff Accountant III,Telecommunications,Mass Customer,11,4270,QLD,7,45-54,Below 10,Cat_2,2845
Female,Registered Nurse,Health,Affluent Customer,1,3094,VIC,9,18-24,51-60,Cat_1,3423
Female,Financial Analyst,Financial Services,Mass Customer,10,3757,VIC,9,25-34,Nov-20,Cat_2,991
Male,Senior Editor,Manufacturing,Affluent Customer,5,2260,NSW,12,45-54,71-80,Cat_2,2102
Male,VP Sales,Manufacturing,Affluent Customer,5,2155,NSW,9,55-64,81-90,Cat_3,1954
Male,Nuclear Power Engineer,Manufacturing,Affluent Customer,12,2785,NSW,7,55-64,61-70,Cat_1,2539
Female,Media Manager II,Financial Services,High Net Worth,13,2197,NSW,9,55-64,31-40,Cat_1,477
Male,Database Administrator IV,Manufacturing,Affluent Customer,6,2085,NSW,10,35-44,Above 90,Cat_1,3177
Female,Structural Engineer,Property,High Net Worth,16,2480,NSW,2,25-34,Above 90,Cat_2,2130
Female,Professor,Argiculture,Mass Customer,21,3350,VIC,4,35-44,71-80,Cat_2,2263
Female,Sales Representative,Retail,Mass Customer,10,4207,QLD,1,55-64,31-40,Cat_2,2941
Female,VP Quality Control,Property,High Net Worth,9,2155,NSW,10,45-54,61-70,Cat_1,1663
Male,Research Associate,Entertainment,Mass Customer,8,2768,NSW,10,25-34,71-80,Cat_1,1552
Female,Technical Writer,Manufacturing,Mass Customer,15,3121,VIC,11,45-54,51-60,Cat_2,1895
Male,Computer Systems Analyst II,Entertainment,High Net Worth,18,3071,VIC,10,35-44,Above 90,Cat_1,3347
Male,Social Worker,Health,Mass Customer,9,2567,NSW,8,35-44,61-70,Cat_1,3087
Female,Speech Pathologist,Manufacturing,Affluent Customer,12,2564,NSW,8,35-44,Above 90,Cat_1,1457
Female,Structural Analysis Engineer,Manufacturing,High Net Worth,15,2756,NSW,8,35-44,81-90,Cat_3,407
Female,Chemical Engineer,Manufacturing,High Net Worth,20,2770,NSW,7,55-64,Nov-20,Cat_2,1417
Male,Electrical Engineer,Manufacturing,Mass Customer,6,2036,NSW,9,25-34,Above 90,Cat_1,3142
Female,Legal Assistant,Financial Services,Mass Customer,10,2560,NSW,8,45-54,21-30,Cat_1,649
Female,VP Quality Control,Financial Services,Mass Customer,4,4154,QLD,9,45-54,Below 10,Cat_3,2861
Female,Structural Engineer,Property,Mass Customer,17,4670,QLD,1,Above 64,61-70,Cat_2,380
Female,Chemical Engineer,Manufacturing,Mass Customer,15,3799,VIC,3,45-54,51-60,Cat_2,944
Male,Software Test Engineer II,Property,High Net Worth,14,3228,VIC,9,45-54,61-70,Cat_2,2718
Male,Executive Secretary,Argiculture,Mass Customer,17,2089,NSW,10,45-54,31-40,Cat_3,340
Male,Account Representative III,Health,Mass Customer,5,2095,NSW,12,25-34,61-70,Cat_2,3266
Female,Technical Writer,Manufacturing,Affluent Customer,16,3523,VIC,2,35-44,51-60,Cat_2,2527
Female,Junior Executive,Argiculture,Mass Customer,2,4173,QLD,7,25-34,Above 90,Cat_2,3432
Female,Environmental Tech,Manufacturing,Mass Customer,1,4130,QLD,7,25-34,51-60,Cat_2,3200
Female,Accounting Assistant I,Retail,High Net Worth,12,4504,QLD,6,35-44,51-60,Cat_2,608
Female,Teacher,Financial Services,Mass Customer,16,2154,NSW,8,45-54,Nov-20,Cat_2,1567
Female,Budget/Accounting Analyst I,Health,Mass Customer,2,2200,NSW,9,25-34,51-60,Cat_2,2187
Female,Programmer Analyst III,Manufacturing,Mass Customer,5,3216,VIC,8,35-44,61-70,Cat_2,148
Male,Chemical Engineer,Manufacturing,Affluent Customer,8,2031,NSW,12,25-34,Nov-20,Cat_1,1687
Male,Operator,Argiculture,Mass Customer,11,4017,QLD,6,Above 64,Nov-20,Cat_1,143
Female,VP Sales,Financial Services,High Net Worth,15,2075,NSW,11,35-44,Nov-20,Cat_3,2045
Female,Software Engineer III,Property,Mass Customer,13,3024,VIC,5,45-54,81-90,Cat_2,2418
Male,GIS Technical Architect,Health,Mass Customer,12,3030,VIC,8,45-54,Below 10,Cat_1,960
Female,Systems Administrator IV,Health,High Net Worth,19,2713,NSW,1,55-64,Nov-20,Cat_1,3418
Male,Nurse Practicioner,Manufacturing,Mass Customer,5,2770,NSW,8,55-64,61-70,Cat_2,2804
Male,Database Administrator IV,Property,Mass Customer,7,2160,NSW,9,35-44,41-50,Cat_3,692
Male,Human Resources Assistant I,Property,Mass Customer,5,4171,QLD,10,25-34,81-90,Cat_2,665
Female,Assistant Manager,Manufacturing,Mass Customer,10,2099,NSW,11,45-54,61-70,Cat_3,171
Female,Financial Analyst,Financial Services,Mass Customer,5,3195,VIC,11,55-64,81-90,Cat_1,400
Female,Financial Analyst,Financial Services,Mass Customer,14,3121,VIC,11,55-64,Below 10,Cat_3,2680
Male,GIS Technical Architect,Financial Services,Mass Customer,1,2170,NSW,9,25-34,Above 90,Cat_1,3269
Female,Media Manager II,Financial Services,High Net Worth,4,2036,NSW,8,35-44,51-60,Cat_1,2987
Male,Cost Accountant,Financial Services,Mass Customer,17,2204,NSW,11,35-44,81-90,Cat_3,3264
Female,Actuary,Financial Services,Mass Customer,10,2566,NSW,9,45-54,71-80,Cat_2,2501
Male,Paralegal,Financial Services,Mass Customer,6,2226,NSW,10,45-54,31-40,Cat_1,3138
Female,Legal Assistant,Manufacturing,High Net Worth,20,3034,VIC,9,25-34,41-50,Cat_2,3441
Female,Programmer II,Health,Mass Customer,19,2263,NSW,7,55-64,61-70,Cat_1,1809
Male,Office Assistant I,Manufacturing,Mass Customer,5,2044,NSW,10,25-34,Above 90,Cat_1,2928
Female,Chemical Engineer,Manufacturing,Affluent Customer,17,2043,NSW,9,35-44,81-90,Cat_1,1967
Male,Senior Editor,Financial Services,High Net Worth,6,2642,NSW,2,45-54,31-40,Cat_1,3181
Male,Senior Developer,Property,Mass Customer,8,2527,NSW,8,55-64,51-60,Cat_2,1014
Male,Analog Circuit Design manager,Financial Services,Affluent Customer,18,3156,VIC,8,35-44,31-40,Cat_1,1375
Female,Account Coordinator,Property,Mass Customer,11,3012,VIC,9,45-54,Above 90,Cat_1,497
Female,Clinical Specialist,Health,Mass Customer,9,3087,VIC,9,45-54,41-50,Cat_2,350
Male,Sales Representative,Retail,High Net Worth,13,2753,NSW,8,45-54,71-80,Cat_1,710
Female,Technical Writer,Financial Services,High Net Worth,12,2534,NSW,9,35-44,81-90,Cat_1,2584
Male,Administrative Officer,Financial Services,Affluent Customer,4,2261,NSW,7,45-54,41-50,Cat_3,2726
Female,Assistant Professor,Financial Services,Mass Customer,9,4702,QLD,1,45-54,21-30,Cat_2,1259
Male,Chemical Engineer,Manufacturing,Mass Customer,7,4213,QLD,9,25-34,Nov-20,Cat_2,3377
Female,Junior Executive,Manufacturing,Mass Customer,11,2478,NSW,8,Above 64,61-70,Cat_1,556
Female,Cost Accountant,Financial Services,Mass Customer,21,2770,NSW,6,25-34,Nov-20,Cat_1,3106
Male,Account Representative IV,Manufacturing,Affluent Customer,18,3121,VIC,8,45-54,51-60,Cat_1,458
Female,Structural Analysis Engineer,Health,Mass Customer,3,2066,NSW,12,45-54,41-50,Cat_3,2602
Female,Information Systems Manager,Health,High Net Worth,16,4127,QLD,6,55-64,31-40,Cat_1,35
Male,Environmental Tech,Health,Mass Customer,18,3169,VIC,5,55-64,81-90,Cat_2,1376
Male,Sales Representative,Retail,Mass Customer,5,2066,NSW,12,25-34,51-60,Cat_1,1007
Female,Senior Quality Engineer,Retail,Mass Customer,15,4122,QLD,7,45-54,81-90,Cat_1,1161
Male,Director of Sales,Health,Mass Customer,16,4152,QLD,9,35-44,Below 10,Cat_3,1959
Male,Quality Control Specialist,Retail,Affluent Customer,11,2324,NSW,7,45-54,Above 90,Cat_1,1889
Male,Design Engineer,Financial Services,Mass Customer,9,3025,VIC,9,25-34,Below 10,Cat_2,2374
Female,Senior Developer,Retail,Mass Customer,17,2203,NSW,9,45-54,Above 90,Cat_2,378
Female,Teacher,Financial Services,High Net Worth,3,4034,QLD,7,18-24,Below 10,Cat_2,3152
Female,Software Engineer IV,Manufacturing,Affluent Customer,19,4215,QLD,3,55-64,21-30,Cat_1,1767
Male,Community Outreach Specialist,Retail,Mass Customer,11,3977,VIC,7,55-64,31-40,Cat_1,2624
Female,Tax Accountant,Manufacturing,Mass Customer,4,2830,NSW,4,25-34,Nov-20,Cat_1,1412
Female,Web Designer IV,Property,High Net Worth,7,2519,NSW,10,35-44,Below 10,Cat_1,3193
Female,Tax Accountant,IT,Affluent Customer,4,2217,NSW,9,35-44,71-80,Cat_3,446
Female,Budget/Accounting Analyst II,Retail,Affluent Customer,11,2171,NSW,9,Above 64,Below 10,Cat_1,1046
Male,Internal Auditor,Health,Mass Customer,8,4509,QLD,7,45-54,Below 10,Cat_1,1085
Female,Assistant Manager,Retail,Mass Customer,10,4870,QLD,5,25-34,Nov-20,Cat_2,1868
Male,Senior Developer,Manufacturing,High Net Worth,7,4178,QLD,3,45-54,41-50,Cat_2,136
Male,Editor,Manufacturing,Mass Customer,19,2171,NSW,9,35-44,Above 90,Cat_1,3496
Male,Computer Systems Analyst I,Health,Mass Customer,1,3690,VIC,2,18-24,51-60,Cat_2,3173
Male,VP Product Management,Manufacturing,High Net Worth,17,3147,VIC,8,45-54,41-50,Cat_2,962
Male,Occupational Therapist,Health,Affluent Customer,13,4208,QLD,7,Above 64,Nov-20,Cat_2,1306
Female,Professor,Financial Services,Affluent Customer,11,2135,NSW,12,55-64,71-80,Cat_1,18
Female,Recruiting Manager,Manufacturing,Mass Customer,8,2318,NSW,7,35-44,Below 10,Cat_3,2070
Male,Software Test Engineer IV,Manufacturing,Affluent Customer,6,2260,NSW,7,55-64,Above 90,Cat_1,1056
Female,Business Systems Development Analyst,Financial Services,Affluent Customer,5,2216,NSW,10,25-34,61-70,Cat_3,1093
Female,Automation Specialist I,Manufacturing,Affluent Customer,1,3072,VIC,7,25-34,81-90,Cat_2,3068
Male,Clinical Specialist,Health,Mass Customer,9,3199,VIC,9,Above 64,81-90,Cat_2,300
Female,Account Coordinator,Property,Mass Customer,11,2065,NSW,12,55-64,51-60,Cat_1,882
Female,VP Sales,Financial Services,Mass Customer,15,2767,NSW,8,35-44,21-30,Cat_1,896
Male,VP Quality Control,Financial Services,Mass Customer,17,3212,VIC,5,55-64,81-90,Cat_2,1825
Female,Research Associate,Financial Services,Affluent Customer,9,2040,NSW,12,45-54,61-70,Cat_1,3174
Male,Operator,IT,High Net Worth,6,4017,QLD,4,55-64,51-60,Cat_2,1746
Male,Senior Financial Analyst,Financial Services,Affluent Customer,17,2166,NSW,9,Above 64,61-70,Cat_3,91
Female,Administrative Assistant III,Financial Services,Mass Customer,13,2170,NSW,9,55-64,Nov-20,Cat_2,1531
Male,Administrative Officer,Property,High Net Worth,15,3064,VIC,7,55-64,Below 10,Cat_1,2030
Male,Associate Professor,Financial Services,Mass Customer,4,3152,VIC,10,25-34,Below 10,Cat_1,514
Female,Social Worker,Health,Affluent Customer,4,3150,VIC,10,45-54,41-50,Cat_3,2788
Male,Software Consultant,Financial Services,High Net Worth,9,2147,NSW,9,45-54,21-30,Cat_1,3448
Male,VP Sales,Property,Affluent Customer,3,2199,NSW,9,25-34,21-30,Cat_1,663
Male,Sales Associate,Health,High Net Worth,2,2026,NSW,10,18-24,Nov-20,Cat_1,2203
